FYDYO,405,699,294,v008
FYDYO,249,453,204,v020
FYDYO,0,699,699,v018
FYDYO,412,699,287,v019
FYDYO,381,699,318,v016
FYDYO,360,699,339,v023
FYDYO,379,699,320,v014
KHWI5,273,439,166,v008
KHWI5,549,641,92,v016
KHWI5,240,360,120,v023
KHWI5,357,607,250,v024
KHWI5,151,331,180,v000
KHWI5,0,264,264,v010
KHWI5,237,641,404,v018
KHWI5,256,641,385,v014
PC0M6,21,235,214,v023
PC0M6,31,158,127,v016
PC0M6,31,158,127,v016
PC0M6,240,393,153,v001
PC0M6,206,336,130,v012
85ABO,0,108,108,v016
85ABO,7,105,98,v025
85ABO,50,612,562,v010
85ABO,194,612,418,v008
85ABO,228,612,384,v031
Z2A7Q,412,530,118,v016
Z2A7Q,124,340,216,v026
Z2A7Q,124,340,216,v025
Z2A7Q,0,218,218,v017
Z2A7Q,136,254,118,v023
Z2A7Q,79,196,117,v014
8SA46,144,837,693,v018
8SA46,158,837,679,v016
8SA46,160,837,677,v016
8SA46,160,837,677,v018
8SA46,0,93,93,v001
8SA46,40,160,120,v029
8SA46,182,837,655,v023
BQ07S,405,964,559,v014
BQ07S,0,367,367,v015
BQ07S,338,501,163,v018
BQ07S,338,964,626,v008
BQ07S,854,964,110,v022
KPNJ5,396,516,120,v014
KPNJ5,153,292,139,v016
KPNJ5,300,422,122,v029
KPNJ5,456,612,156,v016
KPNJ5,290,683,393,v008
KPNJ5,0,683,683,v026
70S6Y,124,319,195,v005
70S6Y,124,369,245,v008
70S6Y,232,379,147,v016
70S6Y,314,475,161,v027
70S6Y,0,304,304,v017
70S6Y,120,338,218,v005
70S6Y,100,362,262,v008
70S6Y,213,355,142,v016
70S6Y,100,376,276,v023
N30A9,0,811,811,v008
N30A9,24,650,626,v030
N30A9,0,626,626,v030
DTJS6,0,376,376,v008
DTJS6,691,859,168,v017
DTJS6,434,607,173,v031
DTJS6,384,902,518,v008
DTJS6,384,902,518,v008
DTJS6,115,386,271,v016
DTJS6,336,472,136,v023
107YZ,0,576,576,v010
107YZ,621,723,102,v008
107YZ,158,333,175,v021
107YZ,0,384,384,v000
107YZ,288,463,175,v008
107YZ,592,723,131,v023
107YZ,0,489,489,v000
107YZ,72,247,175,v008
U6QKX,204,333,129,v023
U6QKX,192,340,148,v016
U6QKX,196,344,148,v016
U6QKX,165,344,179,v008
U6QKX,0,160,160,v030
U6QKX,0,72,72,v023
U6QKX,0,165,165,v008
U6QKX,0,307,307,v026
MUK89,506,645,139,v027
MUK89,451,738,287,v029
MUK89,424,540,116,v030
41FNM,96,252,156,v003
41FNM,88,247,159,v016
41FNM,367,700,333,v012
41FNM,0,369,369,v008
DHVLP,216,796,580,v008
DHVLP,0,1511,1511,v008
DHVLP,1320,1511,191,v029
LK13H,0,436,436,v031
LK13H,360,552,192,v023
LK13H,422,742,320,v008
5K0KJ,432,709,277,v008
5K0KJ,432,607,175,v023
5K0KJ,336,709,373,v014
5K0KJ,16,232,216,v030
U72GG,398,628,230,v023
U72GG,304,489,185,v016
U72GG,45,460,415,v030
2U0QT,240,439,199,v004
2U0QT,148,285,137,v023
2U0QT,55,172,117,v012
2U0QT,55,172,117,v012
2U0QT,148,740,592,v008
2U0QT,489,602,113,v001
2U0QT,489,602,113,v001
2U0QT,280,410,130,v031
PFLFU,0,731,731,v014
PFLFU,0,731,731,v032
PFLFU,343,731,388,v031
PFLFU,0,731,731,v018
72HTA,24,300,276,v028
72HTA,115,278,163,v030
72HTA,216,619,403,v028
72HTA,362,535,173,v016
72HTA,180,350,170,v026
72HTA,182,340,158,v026
72HTA,0,264,264,v023
72HTA,345,487,142,v025
72HTA,2,722,720,v026
72HTA,165,492,327,v026
72HTA,165,492,327,v023
72HTA,14,492,478,v008
I77FD,216,480,264,v016
I77FD,31,499,468,v030
I77FD,0,711,711,v016
I77FD,9,711,702,v008
I77FD,0,711,711,v032
I77FD,91,711,620,v026
I77FD,136,268,132,v023
I77FD,0,711,711,v030
8370R,0,758,758,v008
8370R,0,549,549,v010
8370R,0,441,441,v010
8370R,460,758,298,v018
PD30D,0,851,851,v008
PD30D,0,724,724,v030
YQ9ML,604,751,147,v008
YQ9ML,211,415,204,v006
YQ9ML,324,492,168,v004
YQ9ML,0,103,103,v029
YQ9ML,604,751,147,v014
CLVGY,367,492,125,v020
CLVGY,40,153,113,v030
CLVGY,244,350,106,v019
KZTDH,489,614,125,v023
KZTDH,304,516,212,v016
KZTDH,19,290,271,v030
KZTDH,501,627,126,v029
KZTDH,415,544,129,v016
KZTDH,290,547,257,v008
KZTDH,499,627,128,v008
KZTDH,0,290,290,v031
I5F23,136,767,631,v016
I5F23,139,278,139,v023
