46GP8,285,508,223,v031
46GP8,0,302,302,v002
N11GT,206,340,134,v008
N11GT,0,280,280,v026
N11GT,0,364,364,v026
N11GT,153,290,137,v020
KRF68,542,667,125,v023
KRF68,98,230,132,v007
KRF68,247,600,353,v003
KRF68,100,261,161,v001
KRF68,163,338,175,v023
KRF68,0,237,237,v017
KRF68,148,367,219,v008
MJO7C,0,754,754,v008
MJO7C,0,754,754,v008
S6MPZ,0,103,103,v016
S6MPZ,0,924,924,v018
S6MPZ,0,924,924,v008
S6MPZ,0,924,924,v024
S6MPZ,0,736,736,v005
S6MPZ,0,924,924,v018
S6MPZ,0,192,192,v008
S6MPZ,120,276,156,v008
S6MPZ,0,852,852,v016
S6MPZ,0,88,88,v023
7HVU8,0,134,134,v008
7HVU8,297,712,415,v026
7HVU8,0,240,240,v016
7HVU8,324,453,129,v006
7HVU8,0,120,120,v026
7HVU8,38,187,149,v026
7HVU8,151,295,144,v026
MCQO5,100,321,221,v003
MCQO5,710,759,49,v004
MCQO5,50,564,514,v008
MCQO5,513,759,246,v008
MCQO5,36,151,115,v023
MCQO5,494,621,127,v023
VPIYF,43,248,205,v008
JSUF4,386,734,348,v018
JSUF4,424,734,310,v004
JSUF4,0,297,297,v026
JSUF4,362,566,204,v018
JSUF4,0,372,372,v026
8WJIR,98,309,211,v016
8WJIR,309,564,255,v004
8WJIR,177,422,245,v001
8WJIR,168,340,172,v022
8WJIR,0,247,247,v008
8WJIR,122,348,226,v009
8WJIR,372,834,462,v008
8WJIR,122,348,226,v019
8WJIR,14,268,254,v031
8WJIR,268,472,204,v023
8WJIR,240,499,259,v018
8WJIR,244,511,267,v018
8WJIR,132,326,194,v016
INQNU,244,415,171,v008
INQNU,206,350,144,v018
INQNU,211,352,141,v018
INQNU,220,355,135,v004
INQNU,304,444,140,v019
INQNU,0,285,285,v026
INQNU,0,285,285,v026
INQNU,230,444,214,v008
LI6LV,0,160,160,v016
LI6LV,724,834,110,v005
LI6LV,753,834,81,v004
LI6LV,64,364,300,v028
LI6LV,319,465,146,v003
LI6LV,460,645,185,v005
LI6LV,0,156,156,v016
LI6LV,693,834,141,v031
LI6LV,0,156,156,v023
MGCM8,0,739,739,v018
MGCM8,0,739,739,v032
MGCM8,0,739,739,v018
I8QJN,0,271,271,v010
I8QJN,516,724,208,v004
I8QJN,156,398,242,v022
I8QJN,309,743,434,v008
I8QJN,163,304,141,v000
XC9EY,100,432,332,v031
XC9EY,381,516,135,v016
XC9EY,386,506,120,v016
XC9EY,0,504,504,v008
XC9EY,381,506,125,v016
XC9EY,0,501,501,v008
DOQ9Y,177,362,185,v016
DOQ9Y,816,981,165,v001
DOQ9Y,422,768,346,v008
DOQ9Y,722,992,270,v029
DOQ9Y,0,362,362,v028
DOQ9Y,580,847,267,v016
DOQ9Y,820,991,171,v007
DOQ9Y,727,992,265,v008
DOQ9Y,156,352,196,v008
DOQ9Y,312,492,180,v023
DOQ9Y,412,588,176,v023
